ID_9K	ID_POPA
11_20013	2_0013
11_10028	1_0028
11_20089	2_0089
11_20135	2_0135
11_20224	2_0224
11_20226	2_0226
11_20272	2_0272
11_10247	1_0247
11_10379	1_0379
11_10387	1_0387
11_20450	2_0450
11_20472	2_0472
11_20513	2_0513
11_10509	1_0509
11_10580	1_0580
11_20668	2_0668
11_10610	1_0610
11_20740	2_0740
11_10688	1_0688
11_20873	2_0873
11_20883	2_0883
11_21065	2_1065
11_21202	2_1202
11_21426	2_1426
11_11048	1_1048
12_10499	1_0499
12_10530	1_0530
12_30167	3_0167
12_30714	3_0714
11_20761	2_0761
11_10695	1_0695
11_10697	1_0697
11_10751	1_0751
11_10846	1_0846
11_21130	2_1130
11_21210	2_1210
11_21221	2_1221
11_10914	1_0914
11_21254	2_1254
11_21324	2_1324
11_21365	2_1365
11_11019	1_1019
11_11186	1_1186
11_21534	2_1534
12_11235	1_1235
12_20576	2_0576
12_21450	2_1450
12_30006	3_0006
12_30146	3_0146
12_30239	3_0239
12_30476	3_0476
12_30531	3_0531
12_30824	3_0824
12_30825	3_0825
12_30873	3_0873
12_30884	3_0884
12_30886	3_0886
12_30889	3_0889
12_30892	3_0892
12_30976	3_0976
11_20101	2_0101
11_10260	1_0260
11_20571	2_0571
11_10621	1_0621
11_20730	2_0730
11_20766	2_0766
11_20845	2_0845
11_20903	2_0903
11_20980	2_0980
11_20987	2_0987
11_21391	2_1391
11_21401	2_1401
11_21447	2_1447
11_11198	1_1198
12_10923	1_0923
12_21372	2_1372
12_30410	3_0410
12_30654	3_0654
12_30707	3_0707
12_30977	3_0977
12_30978	3_0978
12_30979	3_0979
12_30980	3_0980
12_30983	3_0983
12_30984	3_0984
12_31022	3_1022
12_31094	3_1094
12_31155	3_1155
12_31257	3_1257
12_31312	3_1312
12_31422	3_1422
11_10058	1_0058
11_20129	2_0129
11_10116	1_0116
11_20332	2_0332
11_20396	2_0396
11_20461	2_0461
11_20697	2_0697
11_20737	2_0737
11_10661	1_0661
11_20841	2_0841
11_20958	2_0958
11_21011	2_1011
11_21215	2_1215
11_21260	2_1260
11_21350	2_1350
11_10995	1_0995
11_11128	1_1128
11_11506	1_1506
12_30193	3_0193
12_30214	3_0214
12_30354	3_0354
12_30408	3_0408
12_30454	3_0454
12_30575	3_0575
12_30717	3_0717
12_30728	3_0728
12_30729	3_0729
12_31259	3_1259
12_31390	3_1390
12_31423	3_1423
12_31512	3_1512
11_20239	2_0239
11_10157	1_0157
11_10177	1_0177
11_10240	1_0240
11_10252	1_0252
11_10318	1_0318
11_20524	2_0524
11_10481	1_0481
11_20708	2_0708
11_20729	2_0729
11_21040	2_1040
11_21116	2_1116
11_10856	1_0856
11_10913	1_0913
11_10955	1_0955
11_21318	2_1318
11_11260	1_1260
11_11432	1_1432
11_11469	1_1469
11_21536	2_1536
12_10079	1_0079
12_10508	1_0508
12_10864	1_0864
12_11318	1_1318
12_11399	1_1399
12_11462	1_1462
12_20059	2_0059
12_20770	2_0770
12_30105	3_0105
12_30109	3_0109
12_31117	3_1117
11_20096	2_0096
11_20105	2_0105
11_10127	1_0127
11_20236	2_0236
11_20306	2_0306
11_20367	2_0367
11_20372	2_0372
11_20713	2_0713
11_10671	1_0671
11_21001	2_1001
11_10840	1_0840
11_21121	2_1121
11_21200	2_1200
11_21309	2_1309
11_21344	2_1344
11_11221	1_1221
11_21508	2_1508
12_30337	3_0337
12_30515	3_0515
12_30538	3_0538
12_30644	3_0644
12_30700	3_0700
12_30709	3_0709
12_30747	3_0747
12_30768	3_0768
12_30792	3_0792
12_31183	3_1183
12_31317	3_1317
12_31427	3_1427
12_31492	3_1492
12_31520	3_1520
11_20246	2_0246
11_10167	1_0167
11_10183	1_0183
11_20265	2_0265
11_20283	2_0283
11_20392	2_0392
11_20441	2_0441
11_20501	2_0501
11_10524	1_0524
11_20645	2_0645
11_10641	1_0641
11_20736	2_0736
11_20961	2_0961
11_21133	2_1133
11_21239	2_1239
11_21275	2_1275
11_21445	2_1445
11_21480	2_1480
11_11159	1_1159
11_11240	1_1240
11_11249	1_1249
11_11281	1_1281
11_11355	1_1355
12_10034	1_0034
12_10140	1_0140
12_10203	1_0203
12_10264	1_0264
12_10548	1_0548
12_10633	1_0633
12_10634	1_0634
12_10674	1_0674
12_10725	1_0725
12_10899	1_0899
12_10953	1_0953
12_11089	1_1089
12_11151	1_1151
12_11363	1_1363
12_11385	1_1385
12_11438	1_1438
12_11512	1_1512
12_11515	1_1515
12_20278	2_0278
12_20297	2_0297
12_20350	2_0350
12_20818	2_0818
12_20981	2_0981
12_21036	2_1036
12_21128	2_1128
12_30007	3_0007
12_30011	3_0011
12_30080	3_0080
12_30111	3_0111
12_30314	3_0314
12_30719	3_0719
12_30745	3_0745
12_30966	3_0966
12_31033	3_1033
12_31034	3_1034
12_31062	3_1062
12_31064	3_1064
12_31280	3_1280
12_31340	3_1340
11_20320	2_0320
11_20347	2_0347
11_10360	1_0360
11_20526	2_0526
11_10578	1_0578
11_20850	2_0850
11_10771	1_0771
11_21061	2_1061
11_10834	1_0834
11_21150	2_1150
11_21314	2_1314
11_21321	2_1321
11_11273	1_1273
11_11350	1_1350
11_11473	1_1473
12_10408	1_0408
12_10844	1_0844
12_10930	1_0930
12_21497	2_1497
12_30377	3_0377
12_30456	3_0456
12_30524	3_0524
12_30705	3_0705
12_30852	3_0852
12_30854	3_0854
12_30855	3_0855
12_31271	3_1271
12_31361	3_1361
12_31417	3_1417
12_31451	3_1451
12_31503	3_1503
11_20003	2_0003
11_20018	2_0018
11_10024	1_0024
11_20097	2_0097
11_20134	2_0134
11_10094	1_0094
11_10146	1_0146
11_20259	2_0259
11_20300	2_0300
11_20327	2_0327
11_20449	2_0449
11_10414	1_0414
11_20497	2_0497
11_20549	2_0549
11_10477	1_0477
11_10518	1_0518
11_20629	2_0629
11_20637	2_0637
11_20653	2_0653
11_10622	1_0622
11_20795	2_0795
11_20805	2_0805
11_10705	1_0705
11_10805	1_0805
11_21168	2_1168
11_21203	2_1203
11_11090	1_1090
11_11375	1_1375
12_30067	3_0067
12_30590	3_0590
12_30611	3_0611
11_20188	2_0188
11_20298	2_0298
11_10783	1_0783
11_21177	2_1177
11_21247	2_1247
11_21325	2_1325
11_21421	2_1421
11_21422	2_1422
11_11024	1_1024
11_11200	1_1200
11_11341	1_1341
11_11507	1_1507
12_10077	1_0077
12_10228	1_0228
12_10507	1_0507
12_11134	1_1134
12_11245	1_1245
12_11298	1_1298
12_11472	1_1472
12_11535	1_1535
12_20045	2_0045
12_20403	2_0403
12_30056	3_0056
12_30098	3_0098
12_30169	3_0169
12_30182	3_0182
12_30533	3_0533
12_30619	3_0619
12_30846	3_0846
12_30850	3_0850
12_31278	3_1278
11_10095	1_0095
11_20375	2_0375
11_20388	2_0388
11_10363	1_0363
11_20551	2_0551
11_20568	2_0568
11_20676	2_0676
11_10658	1_0658
11_10819	1_0819
11_21077	2_1077
11_10845	1_0845
11_21241	2_1241
11_11071	1_1071
11_11080	1_1080
11_11092	1_1092
11_11532	1_1532
12_10904	1_0904
12_30062	3_0062
12_30400	3_0400
12_30556	3_0556
12_30580	3_0580
12_30635	3_0635
12_30668	3_0668
12_30869	3_0869
12_30929	3_0929
12_30930	3_0930
12_31165	3_1165
12_31206	3_1206
12_31217	3_1217
12_31237	3_1237
12_31366	3_1366
11_20078	2_0078
11_20100	2_0100
11_20104	2_0104
11_10080	1_0080
11_10161	1_0161
11_10217	1_0217
11_20324	2_0324
11_10385	1_0385
11_20545	2_0545
11_20573	2_0573
11_10536	1_0536
11_10557	1_0557
11_10582	1_0582
11_10589	1_0589
11_20731	2_0731
11_20791	2_0791
11_20884	2_0884
11_10741	1_0741
11_21024	2_1024
11_21041	2_1041
11_10820	1_0820
11_10855	1_0855
11_10901	1_0901
11_10902	1_0902
11_21297	2_1297
11_21355	2_1355
11_21452	2_1452
11_11497	1_1497
12_10016	1_0016
12_30165	3_0165
12_30183	3_0183
11_20334	2_0334
11_10336	1_0336
11_20560	2_0560
11_10600	1_0600
11_20826	2_0826
11_20829	2_0829
11_20876	2_0876
11_20934	2_0934
11_10778	1_0778
11_20988	2_0988
11_21012	2_1012
11_21360	2_1360
11_11185	1_1185
11_11441	1_1441
11_11490	1_1490
12_10333	1_0333
12_20186	2_0186
12_20317	2_0317
12_20867	2_0867
12_21290	2_1290
12_21471	2_1471
12_30162	3_0162
12_30238	3_0238
12_30666	3_0666
12_30795	3_0795
12_30833	3_0833
12_30883	3_0883
12_31050	3_1050
12_31182	3_1182
12_31221	3_1221
12_31234	3_1234
11_20022	2_0022
11_20132	2_0132
11_20232	2_0232
11_10236	1_0236
11_10251	1_0251
11_10254	1_0254
11_20402	2_0402
11_10401	1_0401
11_20493	2_0493
11_20536	2_0536
11_20786	2_0786
11_10736	1_0736
11_20886	2_0886
11_21108	2_1108
11_21138	2_1138
11_21155	2_1155
11_21162	2_1162
12_10322	1_0322
12_11413	1_1413
12_11450	1_1450
12_20816	2_0816
12_21009	2_1009
12_30360	3_0360
12_30382	3_0382
12_30494	3_0494
12_30656	3_0656
12_30958	3_0958
12_31123	3_1123
12_31210	3_1210
12_31292	3_1292
12_31352	3_1352
11_10310	1_0310
11_20386	2_0386
11_10405	1_0405
11_20546	2_0546
11_20644	2_0644
11_20646	2_0646
11_10593	1_0593
11_20686	2_0686
11_20881	2_0881
11_20897	2_0897
11_21018	2_1018
11_21052	2_1052
11_10869	1_0869
11_10870	1_0870
11_21141	2_1141
11_21207	2_1207
11_21244	2_1244
11_11361	1_1361
11_11364	1_1364
12_10273	1_0273
12_10732	1_0732
12_10769	1_0769
12_10857	1_0857
12_11010	1_1010
12_11192	1_1192
12_11325	1_1325
12_21356	2_1356
12_21393	2_1393
12_30087	3_0087
12_30504	3_0504
12_30566	3_0566
11_20052	2_0052
11_10061	1_0061
11_10136	1_0136
11_20262	2_0262
11_20294	2_0294
11_20315	2_0315
11_20415	2_0415
11_10427	1_0427
11_20745	2_0745
11_10799	1_0799
11_21030	2_1030
11_21204	2_1204
11_10939	1_0939
11_10994	1_0994
11_11479	1_1479
12_10554	1_0554
12_30358	3_0358
12_30361	3_0361
12_30577	3_0577
12_30642	3_0642
12_30673	3_0673
12_30697	3_0697
12_30759	3_0759
12_30769	3_0769
12_30783	3_0783
12_31233	3_1233
12_31308	3_1308
12_31375	3_1375
12_31404	3_1404
12_31481	3_1481
12_31485	3_1485
11_10013	1_0013
11_20291	2_0291
11_10355	1_0355
11_10461	1_0461
11_10462	1_0462
11_10494	1_0494
11_10539	1_0539
11_20707	2_0707
11_20743	2_0743
11_20936	2_0936
11_21014	2_1014
11_10817	1_0817
11_10882	1_0882
11_21281	2_1281
11_10962	1_0962
11_21473	2_1473
11_11097	1_1097
11_11205	1_1205
12_11455	1_1455
12_30133	3_0133
12_30316	3_0316
12_30317	3_0317
12_30430	3_0430
12_30473	3_0473
12_30510	3_0510
12_30516	3_0516
12_30658	3_0658
12_30665	3_0665
12_31092	3_1092
12_31274	3_1274
12_31433	3_1433
11_10003	1_0003
11_10023	1_0023
11_10064	1_0064
11_10120	1_0120
11_10129	1_0129
11_10165	1_0165
11_10244	1_0244
11_20651	2_0651
11_20656	2_0656
11_20675	2_0675
11_20720	2_0720
11_10669	1_0669
11_10676	1_0676
11_20882	2_0882
11_21032	2_1032
11_10868	1_0868
11_21158	2_1158
11_21246	2_1246
11_21521	2_1521
12_10199	1_0199
12_10497	1_0497
12_10575	1_0575
12_10910	1_0910
12_11104	1_1104
12_11171	1_1171
12_11353	1_1353
12_20381	2_0381
12_21449	2_1449
12_30010	3_0010
12_30032	3_0032
12_30120	3_0120
11_20329	2_0329
11_10323	1_0323
11_20572	2_0572
11_20799	2_0799
11_20854	2_0854
11_10749	1_0749
11_20946	2_0946
11_10848	1_0848
11_21124	2_1124
11_21216	2_1216
11_10954	1_0954
11_11312	1_1312
12_30021	3_0021
12_30311	3_0311
12_30441	3_0441
12_30465	3_0465
12_30511	3_0511
12_30521	3_0521
12_30569	3_0569
12_30596	3_0596
12_30651	3_0651
12_30749	3_0749
12_30751	3_0751
12_30782	3_0782
12_30802	3_0802
12_30842	3_0842
12_30843	3_0843
12_30856	3_0856
12_31005	3_1005
12_31006	3_1006
12_31007	3_1007
11_20058	2_0058
11_20184	2_0184
11_20266	2_0266
11_10189	1_0189
11_10227	1_0227
11_10635	1_0635
11_20835	2_0835
11_21069	2_1069
11_21225	2_1225
11_21293	2_1293
11_21298	2_1298
11_21310	2_1310
11_10964	1_0964
11_21339	2_1339
11_11067	1_1067
11_11483	1_1483
12_10803	1_0803
12_11253	1_1253
12_11475	1_1475
12_20463	2_0463
12_30144	3_0144
12_30346	3_0346
12_30395	3_0395
12_30508	3_0508
12_30637	3_0637
12_30765	3_0765
12_30804	3_0804
12_30837	3_0837
12_30857	3_0857
12_31178	3_1178
12_31249	3_1249
11_20015	2_0015
11_10040	1_0040
11_10124	1_0124
11_20287	2_0287
11_10270	1_0270
11_10377	1_0377
11_10455	1_0455
11_20567	2_0567
11_10513	1_0513
11_20600	2_0600
11_10659	1_0659
11_20785	2_0785
11_20904	2_0904
11_10781	1_0781
11_11153	1_1153
11_11261	1_1261
12_10278	1_0278
12_10345	1_0345
12_10392	1_0392
12_10591	1_0591
12_10758	1_0758
12_11140	1_1140
12_11181	1_1181
12_11321	1_1321
12_11442	1_1442
12_11487	1_1487
12_20142	2_0142
12_20148	2_0148
12_21114	2_1114
12_21482	2_1482
12_30230	3_0230
11_10220	1_0220
11_20468	2_0468
11_10469	1_0469
11_20620	2_0620
11_20636	2_0636
11_20673	2_0673
11_20682	2_0682
11_20709	2_0709
11_20744	2_0744
11_20746	2_0746
11_20784	2_0784
11_20892	2_0892
11_20969	2_0969
11_21256	2_1256
11_21469	2_1469
11_11147	1_1147
11_11349	1_1349
11_11458	1_1458
11_11459	1_1459
12_30305	3_0305
12_30567	3_0567
12_30681	3_0681
12_30844	3_0844
12_31003	3_1003
12_31088	3_1088
12_31101	3_1101
12_31174	3_1174
12_31250	3_1250
12_31289	3_1289
12_31359	3_1359
12_31509	3_1509
11_10015	1_0015
11_20036	2_0036
11_20053	2_0053
11_20118	2_0118
11_10139	1_0139
11_10185	1_0185
11_10202	1_0202
11_10239	1_0239
11_20346	2_0346
11_20355	2_0355
11_20379	2_0379
11_10331	1_0331
11_20467	2_0467
11_20531	2_0531
11_10595	1_0595
11_20725	2_0725
11_10645	1_0645
11_10734	1_0734
11_20972	2_0972
11_20996	2_0996
11_21025	2_1025
11_21271	2_1271
11_10978	1_0978
11_11534	1_1534
12_30626	3_0626
12_31044	3_1044
12_31048	3_1048
12_31115	3_1115
12_31353	3_1353
12_31432	3_1432
12_31495	3_1495
11_10400	1_0400
11_20488	2_0488
11_20558	2_0558
11_20577	2_0577
11_20654	2_0654
11_10608	1_0608
11_20714	2_0714
11_20728	2_0728
11_20783	2_0783
11_20848	2_0848
11_10815	1_0815
11_21224	2_1224
11_21404	2_1404
11_11246	1_1246
11_11294	1_1294
12_10504	1_0504
12_10596	1_0596
12_11494	1_1494
12_20448	2_0448
12_21477	2_1477
12_30025	3_0025
12_30148	3_0148
12_30151	3_0151
12_30236	3_0236
12_30573	3_0573
12_30698	3_0698
12_30734	3_0734
12_30940	3_0940
12_31042	3_1042
12_31043	3_1043
12_31111	3_1111
11_20005	2_0005
11_20029	2_0029
11_10121	1_0121
11_20211	2_0211
11_20242	2_0242
11_20245	2_0245
11_10175	1_0175
11_20303	2_0303
11_20537	2_0537
11_20687	2_0687
11_20710	2_0710
11_20868	2_0868
11_10748	1_0748
11_10828	1_0828
11_21112	2_1112
11_10894	1_0894
11_21307	2_1307
11_11031	1_1031
12_10036	1_0036
12_10051	1_0051
12_20016	2_0016
12_30355	3_0355
12_30956	3_0956
12_30959	3_0959
12_31198	3_1198
12_31235	3_1235
12_31253	3_1253
12_31283	3_1283
12_31350	3_1350
12_31450	3_1450
12_31498	3_1498
11_20014	2_0014
11_10107	1_0107
11_20212	2_0212
11_20292	2_0292
11_20336	2_0336
11_10390	1_0390
11_20465	2_0465
11_20534	2_0534
11_10496	1_0496
11_20755	2_0755
11_10682	1_0682
11_20817	2_0817
11_10841	1_0841
11_10851	1_0851
11_10949	1_0949
11_21291	2_1291
11_10971	1_0971
11_21419	2_1419
11_21437	2_1437
11_21443	2_1443
11_21455	2_1455
11_21467	2_1467
11_11111	1_1111
11_11187	1_1187
11_11329	1_1329
11_11406	1_1406
11_11488	1_1488
11_11495	1_1495
12_10071	1_0071
12_10406	1_0406
12_31285	3_1285
11_10056	1_0056
11_20126	2_0126
11_20192	2_0192
11_10327	1_0327
11_20495	2_0495
11_10451	1_0451
11_20722	2_0722
11_10965	1_0965
11_21528	2_1528
12_10368	1_0368
12_10979	1_0979
12_11035	1_1035
12_20201	2_0201
12_20227	2_0227
12_20907	2_0907
12_30065	3_0065
12_30143	3_0143
12_30296	3_0296
12_30329	3_0329
12_30472	3_0472
12_30627	3_0627
12_30780	3_0780
12_30894	3_0894
12_30895	3_0895
12_30902	3_0902
12_31072	3_1072
12_31076	3_1076
12_31126	3_1126
12_31173	3_1173
12_31305	3_1305
12_31351	3_1351
11_10025	1_0025
11_20060	2_0060
11_20074	2_0074
11_10050	1_0050
11_20113	2_0113
11_20162	2_0162
11_20195	2_0195
11_10232	1_0232
11_20357	2_0357
11_10431	1_0431
11_20750	2_0750
11_10721	1_0721
11_10726	1_0726
11_10772	1_0772
11_20975	2_0975
11_21270	2_1270
11_21326	2_1326
11_11348	1_1348
12_10267	1_0267
12_10605	1_0605
12_10657	1_0657
12_10696	1_0696
12_10959	1_0959
12_30149	3_0149
12_30290	3_0290
12_30371	3_0371
12_30545	3_0545
12_30576	3_0576
12_30752	3_0752
12_30880	3_0880
12_31441	3_1441
11_10153	1_0153
11_10299	1_0299
11_10346	1_0346
11_20466	2_0466
11_10576	1_0576
11_20671	2_0671
11_20790	2_0790
11_20827	2_0827
11_20993	2_0993
11_21050	2_1050
11_10838	1_0838
11_11028	1_1028
11_11098	1_1098
12_10218	1_0218
12_11242	1_1242
12_11339	1_1339
12_11525	1_1525
12_20031	2_0031
12_30040	3_0040
12_30083	3_0083
12_30125	3_0125
12_30141	3_0141
12_30181	3_0181
12_30219	3_0219
12_30496	3_0496
12_30530	3_0530
12_30639	3_0639
12_30702	3_0702
12_30723	3_0723
12_30893	3_0893
12_31463	3_1463
11_10055	1_0055
11_20200	2_0200
11_20314	2_0314
11_10370	1_0370
11_10394	1_0394
11_20828	2_0828
11_20879	2_0879
11_20893	2_0893
11_20911	2_0911
11_10924	1_0924
11_21302	2_1302
11_11122	1_1122
12_10222	1_0222
12_10459	1_0459
12_10655	1_0655
12_10698	1_0698
12_10713	1_0713
12_30004	3_0004
12_30053	3_0053
12_30389	3_0389
12_30411	3_0411
12_30481	3_0481
12_30486	3_0486
12_30492	3_0492
12_30544	3_0544
12_30550	3_0550
12_30563	3_0563
12_30595	3_0595
12_30760	3_0760
12_30794	3_0794
12_31452	3_1452
11_10069	1_0069
11_10073	1_0073
11_10083	1_0083
11_10115	1_0115
11_20205	2_0205
11_10256	1_0256
11_20349	2_0349
11_20460	2_0460
11_10534	1_0534
11_10673	1_0673
11_20885	2_0885
11_10773	1_0773
11_21178	2_1178
11_21335	2_1335
11_10983	1_0983
11_11145	1_1145
11_11291	1_1291
11_11352	1_1352
12_10125	1_0125
12_10369	1_0369
12_10581	1_0581
12_10982	1_0982
12_11146	1_1146
12_30449	3_0449
12_30589	3_0589
12_30600	3_0600
12_30621	3_0621
12_30835	3_0835
12_31140	3_1140
12_31227	3_1227
12_31418	3_1418
11_10442	1_0442
11_20896	2_0896
11_21079	2_1079
11_11219	1_1219
11_11461	1_1461
12_10268	1_0268
12_11045	1_1045
12_11103	1_1103
12_11202	1_1202
12_11257	1_1257
12_11477	1_1477
12_11499	1_1499
12_11536	1_1536
12_21167	2_1167
12_21319	2_1319
12_30213	3_0213
12_30344	3_0344
12_30445	3_0445
12_30475	3_0475
12_30506	3_0506
12_30565	3_0565
12_30574	3_0574
12_30581	3_0581
12_30645	3_0645
12_30832	3_0832
12_30997	3_0997
12_31000	3_1000
12_31002	3_1002
12_31120	3_1120
12_31211	3_1211
12_31345	3_1345
11_20042	2_0042
11_20083	2_0083
11_20092	2_0092
11_20103	2_0103
11_20230	2_0230
11_20247	2_0247
11_10169	1_0169
11_10303	1_0303
11_20485	2_0485
11_10861	1_0861
11_21160	2_1160
11_21209	2_1209
11_21229	2_1229
11_21448	2_1448
12_10652	1_0652
12_20832	2_0832
12_21208	2_1208
12_30199	3_0199
12_30362	3_0362
12_30368	3_0368
12_30419	3_0419
12_30630	3_0630
12_30797	3_0797
12_30806	3_0806
12_31137	3_1137
12_31199	3_1199
12_31261	3_1261
12_31294	3_1294
12_31374	3_1374
12_31395	3_1395
12_31440	3_1440
11_10078	1_0078
11_10143	1_0143
11_10182	1_0182
11_20354	2_0354
11_20385	2_0385
11_10563	1_0563
11_20771	2_0771
11_20808	2_0808
11_20824	2_0824
11_20880	2_0880
11_10797	1_0797
11_21104	2_1104
11_10853	1_0853
11_21173	2_1173
11_21201	2_1201
11_21300	2_1300
11_21330	2_1330
11_21409	2_1409
11_11239	1_1239
11_11243	1_1243
11_11445	1_1445
12_10362	1_0362
12_10543	1_0543
12_11051	1_1051
12_11055	1_1055
12_11184	1_1184
12_11377	1_1377
12_11437	1_1437
12_11529	1_1529
12_20217	2_0217
12_30380	3_0380
11_20139	2_0139
11_10130	1_0130
11_20225	2_0225
11_10687	1_0687
11_20847	2_0847
11_10843	1_0843
11_10885	1_0885
11_10896	1_0896
11_21223	2_1223
11_11440	1_1440
12_10677	1_0677
12_20241	2_0241
12_20406	2_0406
12_20611	2_0611
12_20684	2_0684
12_20685	2_0685
12_20949	2_0949
12_21328	2_1328
12_21464	2_1464
12_21520	2_1520
12_30026	3_0026
12_30164	3_0164
12_30301	3_0301
12_30335	3_0335
12_30593	3_0593
12_30761	3_0761
12_30996	3_0996
12_30998	3_0998
12_31188	3_1188
12_31232	3_1232
12_31535	3_1535
11_20076	2_0076
11_20117	2_0117
11_20170	2_0170
11_10174	1_0174
11_10209	1_0209
11_20311	2_0311
11_10301	1_0301
11_20365	2_0365
11_20414	2_0414
11_20504	2_0504
11_10454	1_0454
11_20584	2_0584
11_20586	2_0586
11_20623	2_0623
11_10547	1_0547
11_10550	1_0550
11_20691	2_0691
11_10700	1_0700
11_20962	2_0962
11_20998	2_0998
11_21280	2_1280
11_10956	1_0956
11_21363	2_1363
11_10999	1_0999
11_21395	2_1395
11_11275	1_1275
12_10378	1_0378
12_20079	2_0079
12_30826	3_0826
12_30974	3_0974
12_31019	3_1019
11_10150	1_0150
11_10289	1_0289
11_10424	1_0424
11_11012	1_1012
11_11222	1_1222
11_11343	1_1343
12_10022	1_0022
12_10032	1_0032
12_10105	1_0105
12_10149	1_0149
12_10151	1_0151
12_10179	1_0179
12_10205	1_0205
12_10206	1_0206
12_10210	1_0210
12_10219	1_0219
12_10284	1_0284
12_10306	1_0306
12_10313	1_0313
12_10337	1_0337
12_10348	1_0348
12_10973	1_0973
12_11309	1_1309
12_20640	2_0640
12_20926	2_0926
12_21016	2_1016
12_31166	3_1166
12_31241	3_1241
12_31282	3_1282
12_31325	3_1325
12_31491	3_1491
11_10521	1_0521
11_10654	1_0654
11_10985	1_0985
11_11101	1_1101
12_10393	1_0393
12_10420	1_0420
12_10430	1_0430
12_10489	1_0489
12_10491	1_0491
12_10493	1_0493
12_10500	1_0500
12_10542	1_0542
12_10564	1_0564
12_10613	1_0613
12_10615	1_0615
12_10623	1_0623
12_10643	1_0643
12_10689	1_0689
12_10704	1_0704
12_10735	1_0735
12_10752	1_0752
12_10792	1_0792
12_10836	1_0836
12_10878	1_0878
12_10880	1_0880
12_10887	1_0887
12_10888	1_0888
12_10897	1_0897
12_10915	1_0915
12_10981	1_0981
12_11018	1_1018
11_20008	2_0008
11_20044	2_0044
11_20125	2_0125
11_11276	1_1276
11_11293	1_1293
11_11489	1_1489
12_11020	1_1020
12_11039	1_1039
12_11044	1_1044
12_11077	1_1077
12_11078	1_1078
12_11095	1_1095
12_11163	1_1163
12_11164	1_1164
12_11208	1_1208
12_11252	1_1252
12_11254	1_1254
12_11255	1_1255
12_11269	1_1269
12_11274	1_1274
12_11315	1_1315
12_11322	1_1322
12_11368	1_1368
12_11383	1_1383
12_11386	1_1386
12_11468	1_1468
12_11492	1_1492
12_11508	1_1508
12_20006	2_0006
12_20037	2_0037
12_20207	2_0207
11_20131	2_0131
11_20146	2_0146
11_20150	2_0150
11_20153	2_0153
11_20309	2_0309
11_20339	2_0339
11_20342	2_0342
11_20370	2_0370
11_20440	2_0440
11_20479	2_0479
11_20639	2_0639
11_20807	2_0807
11_20905	2_0905
11_20922	2_0922
11_20971	2_0971
12_20144	2_0144
12_20158	2_0158
12_20257	2_0257
12_20285	2_0285
12_20295	2_0295
12_20323	2_0323
12_20359	2_0359
12_20407	2_0407
12_20416	2_0416
12_20424	2_0424
12_20436	2_0436
12_20618	2_0618
12_20632	2_0632
12_20641	2_0641
12_20648	2_0648
12_20649	2_0649
11_21017	2_1017
11_21095	2_1095
11_21098	2_1098
11_21103	2_1103
11_21213	2_1213
11_21390	2_1390
12_20775	2_0775
12_20803	2_0803
12_20825	2_0825
12_20839	2_0839
12_20861	2_0861
12_20954	2_0954
12_20985	2_0985
12_21003	2_1003
12_21019	2_1019
12_21115	2_1115
12_21135	2_1135
12_21157	2_1157
12_21288	2_1288
12_21461	2_1461
12_21470	2_1470
12_21479	2_1479
12_21522	2_1522
12_30002	3_0002
12_30003	3_0003
12_30008	3_0008
12_30115	3_0115
12_30118	3_0118
12_30122	3_0122
12_30129	3_0129
12_30132	3_0132
12_30145	3_0145
12_30147	3_0147
12_30153	3_0153
12_30154	3_0154
12_30166	3_0166
12_30186	3_0186
12_30222	3_0222
12_30224	3_0224
12_30240	3_0240
12_30254	3_0254
12_30299	3_0299
12_30306	3_0306
12_30308	3_0308
12_30351	3_0351
12_30353	3_0353
12_30388	3_0388
12_30409	3_0409
12_30424	3_0424
12_30444	3_0444
12_30477	3_0477
12_30482	3_0482
12_30502	3_0502
12_30503	3_0503
12_30594	3_0594
12_30597	3_0597
12_30602	3_0602
12_30603	3_0603
12_30606	3_0606
12_30622	3_0622
12_30625	3_0625
12_30646	3_0646
12_30653	3_0653
12_30655	3_0655
12_30685	3_0685
12_30716	3_0716
12_30748	3_0748
12_30790	3_0790
12_30793	3_0793
12_30822	3_0822
12_30827	3_0827
12_30838	3_0838
12_30845	3_0845
12_30848	3_0848
12_30849	3_0849
12_30858	3_0858
12_30859	3_0859
12_30861	3_0861
12_30867	3_0867
12_30868	3_0868
12_30870	3_0870
12_30877	3_0877
12_30882	3_0882
12_30891	3_0891
12_30908	3_0908
12_30916	3_0916
12_30926	3_0926
12_30935	3_0935
12_30939	3_0939
12_30941	3_0941
12_30944	3_0944
12_30972	3_0972
12_30999	3_0999
12_30945	3_0945
12_30962	3_0962
12_30965	3_0965
12_30967	3_0967
12_30968	3_0968
12_30981	3_0981
12_30982	3_0982
12_30985	3_0985
12_30989	3_0989
12_30991	3_0991
12_31029	3_1029
12_31041	3_1041
12_31053	3_1053
12_31055	3_1055
12_31059	3_1059
12_31071	3_1071
12_31075	3_1075
12_31077	3_1077
12_31084	3_1084
12_31086	3_1086
12_31096	3_1096
12_31099	3_1099
12_31109	3_1109
12_31110	3_1110
12_31124	3_1124
12_31127	3_1127
12_31128	3_1128
12_31151	3_1151
12_31167	3_1167
12_31170	3_1170
12_31181	3_1181
12_31194	3_1194
12_31200	3_1200
12_31202	3_1202
12_31203	3_1203
12_31219	3_1219
